,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,District Code,School Code,Charter Number,Charter Fund Type,Local Educational Agency,District Type,"County Office of Education LCFF State Aid 
(0000-8011)
A-1","School District LCFF State Aid
 (0000-8011)
A-2","Charter School LCFF State Aid
 (0000-8011)
A-3","School District Basic Aid ""Choice""
 (0000-8011)
A-4","School District Basic Aid Court-Ordered Voluntary Pupil Transfer 
(0000-8011)
A-5","School District Basic Aid Open Enrollment 
(0000-8011)
A-6","School District Basic Aid Supplement Charter School Adjustment 
(0000-8011)
A-7","Adults in Correctional Facilities 
(6015-8311)
A-8","Special Education 
AB 602
(6500-8311)
A-9","Special Education
Infants 0-2 
(6510-8311)
A-10","Special Education
Mental Health Services
(6546-8590)
A-11","Special Education
Early Intervention Preschool Grant
(6547-8590)
A-12","Expanded Learning Opportunities Program
(2600-8590)
A-13","Transfer of Funds for County Served District Funded ADA
(0000-7142 for districts and 0000-8710 for COEs)
A-14","Other State Aid (Ch.44/2021, Ch.48/2023, and 38/2024) (7810-8590)
A-15","Home-to-School Transportation Reimbursement
(0000-8590)
A-16","Proposition 28: Arts and Music In Schools (6770-8590)
A-17","LCFF Equity Multiplier (7399-8590)
A-18","Student Support and Enrichment Block Grant (6018-8590) 
A-19","New or Expanding Charter Advance Payments 
(0000-8011)
A-20","School District Advance Payments of In-lieu of Property Tax Transfers for New or Expanding Charter Schools 
(0000-8011)
A-21","Amount Charter Overpaid
A-22","PY Amount Charter Overpaid
A-23","Adjustments and PY Recomputations
A-24","Total Principal Apportionment
(Sum of A-1 through A-24)
B-1","EPA Entitlement
(1400-8012)
C-1","Total of LCFF State Aid and EPA Entitlement
(A-1 + A-2 + A-3 + C-1)
D-1",Payment Type,Notes
49,70953,0000000,N/A,N/A,Sonoma Valley Unified,UNIFIED, - ," 2,206,444 ", - , - , - , - ," 235,335 ", - , - , - ," 231,967 "," 118,564 "," 1,261,536 ", - , - ," 708,307 "," 472,771 "," 67,612 ", - , - , - , - , - , - ," 5,302,536 "," 602,778 "," 2,809,222 ", 2 , - 
49,70953,0105866,0613,D,Woodland Star Charter,UNIFIED, - , - ," 198,162 ", - , - , - , - , - , - , - ," 19,008 ", - ," 112,248 ", - , - , - ," 29,293 ", - , - , - , - , - , - , - ," 358,711 "," 46,010 "," 244,172 ", 1 , - 
49,70953,6111678,0009,D,Sonoma Charter,UNIFIED, - , - ," 224,153 ", - , - , - , - , - , - , - ," 17,248 ", - ," 122,361 ", - , - , - ," 32,102 ", - , - , - , - , - , - , - ," 395,864 "," 41,752 "," 265,905 ", 1 , - 
49,70961,0000000,N/A,N/A,Twin Hills Union Elementary,ELEMENTARY, - ," 1,787,785 ", - , - , - , - ," 1,516,092 ", - , - , - ," 23,898 "," 16,168 "," 110,227 ", - , - ," 58,580 "," 36,748 ", - , - , - , - , - , - ," (193,487)"," 3,356,011 "," 528,601 "," 2,316,386 ", 1 , - 
49,70961,4930319,0310,L,Orchard View,ELEMENTARY, - , - ," 1,046,566 ", - , - , - , - , - , - , - ," 17,871 ", - , - , - , - , - ," 28,404 ", - , - , - , - , - , - ," (41,895)"," 1,050,946 "," 464,012 "," 1,510,578 ", 1 , - 
49,70961,4930350,0481,L,Sunridge Charter,ELEMENTARY, - , - ," 1,129,819 ", - , - , - , - , - , - , - ," 19,854 ", - ," 105,469 ", - , - , - ," 31,113 ", - , - , - , - , - , - ," (41,548)"," 1,244,707 "," 473,451 "," 1,603,270 ", 1 , - 
49,70961,6052302,0904,L,Twin Hills Charter Middle,ELEMENTARY, - , - ," 769,052 ", - , - , - , - , - , - , - ," 16,127 ", - ," 50,000 ", - , - , - ," 26,155 ", - , - , - , - , - , - ," (37,169)"," 824,165 "," 393,434 "," 1,162,486 ", 1 , - 
49,70979,0000000,N/A,N/A,Two Rock Union,ELEMENTARY, - ," 886,541 ", - , - , - , - , - , - , - , - ," 10,686 ", - ," 89,057 ", - , - ," 9,361 "," 17,701 ", - , - , - , - , - , - ," (31,755)"," 981,591 "," 242,289 "," 1,128,830 ", 1 , - 
49,70995,0000000,N/A,N/A,Waugh Elementary,ELEMENTARY, - ," 4,246,451 ", - , - , - , - , - , - , - , - ," 63,249 "," 59,282 "," 214,852 ", - , - ," 15,510 "," 93,406 ", - , - , - , - , - , - ," (94,846)"," 4,597,904 "," 1,486,893 "," 5,733,344 ", 2 , - 
49,71001,0000000,N/A,N/A,West Side Union Elementary,ELEMENTARY, - ," 78,195 ", - , - , - , - , - , - , - , - ," 10,254 "," 5,389 "," 58,950 ", - , - ," 9,217 "," 18,362 ", - , - , - , - , - , - , - ," 180,367 "," 25,830 "," 104,025 ", 2 , - 
49,71019,0000000,N/A,N/A,Wilmar Union Elementary,ELEMENTARY, - ," 660,174 ", - , - , - , - , - , - , - , - ," 18,889 "," 48,503 "," 82,927 ", - , - , - ," 27,425 ", - , - , - , - , - , - ," (74,750)"," 763,168 "," 45,724 "," 705,898 ", 1 , - 
49,71035,0000000,N/A,N/A,Wright Elementary,ELEMENTARY, - ," 6,039,714 ", - , - , - , - , - , - , - , - ," 59,194 "," 102,396 "," 1,578,200 ", - , - ," 233,731 "," 131,029 ", - , - , - , - , - , - ," (216,044)"," 7,928,220 "," 1,196,652 "," 7,236,366 ", 1 , - 
49,71035,6052377,1087,L,Wright Charter,ELEMENTARY, - , - ," 3,162,469 ", - , - , - , - , - , - , - ," 35,387 ", - ," 722,534 ", - , - , - ," 76,316 ", - , - , - , - , - , - ," (37,215)"," 3,959,491 "," 731,057 "," 3,893,526 ", 1 , - 
49,73882,0000000,N/A,N/A,Cotati-Rohnert Park Unified,UNIFIED, - ," 33,732,566 ", - , - , - , - , - , - , - , - ," 499,479 "," 371,860 "," 2,174,451 "," (17,448)", - ," 684,192 "," 865,186 ", - , - , - , - , - , - ," (5,829)"," 38,304,457 "," 11,340,401 "," 45,072,967 ", 1 , - 
49,73882,0123786,1281,D,Credo High,UNIFIED, - , - ," 2,368,514 ", - , - , - , - , - , - , - ," 34,608 ", - , - , - , - , - ," 58,194 ", - , - , - , - , - , - ," (80,156)"," 2,381,160 "," 987,222 "," 3,355,736 ", 1 , - 
49,75358,0000000,N/A,N/A,Windsor Unified,UNIFIED, - ," 19,998,861 ", - , - , - , - , - , - , - , - ," 282,659 "," 183,235 "," 874,791 "," (22,819)", - , - ," 510,568 "," 50,535 ", - , - , - , - , - ," (72,147)"," 21,805,683 "," 2,647,106 "," 22,645,967 ", 1 , - 
49,75358,0114934,0912,D,Village Charter,UNIFIED, - , - ," 524,532 ", - , - , - , - , - , - , - ," 9,144 ", - ," 63,604 ", - , - , - ," 14,980 ", - , - , - , - , - , - , - ," 612,260 "," 67,627 "," 592,159 ", 1 , - 
49,75358,6052369,0162,L,Cali Calmecac Language Academy,UNIFIED, - , - ," 5,341,757 ", - , - , - , - , - , - , - ," 84,147 ", - ," 808,846 ", - , - , - ," 167,867 ", - , - , - , - , - , - , - ," 6,402,617 "," 651,425 "," 5,993,182 ", 1 , - 
49,75390,0000000,N/A,N/A,Healdsburg Unified,UNIFIED, - ," 1,012,698 ", - , - , - , - , - , - , - , - ," 96,621 "," 86,228 "," 472,098 ", - , - ," 231,485 "," 194,763 "," 50,535 ", - , - , - , - , - ," (1,338)"," 2,143,090 "," 234,118 "," 1,246,816 ", 2 , - 
50,10504,0000000,N/A,N/A,Stanislaus Co. Office of Education,CO OFFICE," 16,210,915 ", - , - , - , - , - , - , - ," 54,110,302 "," 1,307,210 "," 69,214 ", - , - ," 4,257,509 ", - ," 2,985,095 "," 241,291 "," 879,892 "," 335,610 ", - , - , - , - ," (485,596)"," 79,911,442 "," 22,374 "," 16,233,289 ", 1 , - 
50,10504,0117457,0985,D,Great Valley Academy,ELEMENTARY, - , - ," 6,640,306 ", - , - , - , - , - , - , - ," 75,457 ", - ," 422,119 ", - , - , - ," 125,961 ", - , - , - , - , - , - ," (11,471)"," 7,252,372 "," 1,798,430 "," 8,438,736 ", 1 , - 
50,10504,0129023,1607,D,Stanislaus Alternative Charter,CO OFFICE, - , - ," 5,453,545 ", - , - , - , - , - , - , - ," 40,561 ", - , - , - , - , - ," 98,387 ", - , - , - , - , - ," (229,565)"," (4,581)"," 5,358,347 "," 94,080 "," 5,547,625 ", 1 , - 
50,71043,0000000,N/A,N/A,Ceres Unified,UNIFIED, - ," 154,836,730 ", - , - , - , - , - , - , - , - ," 1,020,827 "," 565,873 "," 15,439,049 "," (586,790)", - ," 685,597 "," 2,297,584 "," 1,044,226 ", - , - , - , - , - ," (1,158,109)"," 174,144,987 "," 25,408,571 "," 180,245,301 ", 1 , - 
50,71043,0107128,0657,L,Whitmore Charter School of Art & Technology,UNIFIED, - , - ," 3,582,798 ", - , - , - , - , - , - , - ," 34,523 ", - ," 276,552 ", - , - , - ," 62,498 ", - , - , - , - , - , - ," 4,066 "," 3,960,437 "," 826,433 "," 4,409,231 ", 1 , - 
50,71043,0107136,0658,L,Whitmore Charter High,UNIFIED, - , - ," 953,497 ", - , - , - , - , - , - , - ," 7,851 ", - , - , - , - , - ," 12,606 ", - , - , - , - , - , - , 785 ," 974,739 "," 223,955 "," 1,177,452 ", 1 , - 
50,71043,0112292,0812,D,Aspire Summit Charter Academy,UNIFIED, - , - ," 3,692,675 ", - , - , - , - , - , - , - ," 27,073 ", - ," 760,806 ", - , - , - ," 63,043 ", - , - , - , - , - , - ," 3,456 "," 4,547,053 "," 640,721 "," 4,333,396 ", 1 , - 
50,71050,0000000,N/A,N/A,Chatom Union,ELEMENTARY, - ," 3,182,267 ", - , - , - , - , - , - , - , - ," 44,933 "," 37,725 "," 856,349 ", - , - , - ," 91,445 ", - , - , - , - , - , - ," (125,937)"," 4,086,782 "," 109,090 "," 3,291,357 ", 2 , - 
50,71068,0000000,N/A,N/A,Denair Unified,UNIFIED, - ," 3,850,820 ", - , - , - , - , - , - , - , - ," 47,009 "," 10,779 "," 90,096 ", - , - ," 73,139 "," 93,937 ", - , - , - , - , - , - ," (3,401)"," 4,162,379 "," 539,839 "," 4,390,659 ", 1 , - 
50,71068,0132662,1750,L,Denair Elementary Charter Academy,UNIFIED, - , - ," 3,256,170 ", - , - , - , - , - , - , - ," 41,810 ", - ," 537,812 ", - , - , - ," 88,897 ", - , - , - , - , - , - ," (20,796)"," 3,903,893 "," 101,206 "," 3,357,376 ", 1 , - 
50,71068,5030267,0357,L,Denair Charter Academy,UNIFIED, - , - ," 810,760 ", - , - , - , - , - , - , - ," 10,948 ", - , - , - , - , - ," 22,387 ", - , - , - , - , - , - ," (6,659)"," 837,436 "," 205,105 "," 1,015,865 ", 1 , - 
50,71076,0000000,N/A,N/A,Empire Union Elementary,ELEMENTARY, - ," 25,185,423 ", - , - , - , - , - , - , - , - ," 215,722 "," 161,678 "," 4,642,208 "," (153,557)", - ," 100,812 "," 475,523 "," 445,111 ", - , - , - , - , - ," (42,281)"," 31,030,639 "," 5,138,011 "," 30,323,434 ", 1 , - 
50,71084,0000000,N/A,N/A,Gratton Elementary,ELEMENTARY, - ," 353,990 ", - , - , - , - , - , - , - , - ," 1,983 ", - ," 50,000 ", - , - , - ," 2,873 ", - , - , - , - , - , - , (284)," 408,562 "," 47,859 "," 401,849 ", 1 , - 
50,71084,0120089,1099,L,Gratton Charter,ELEMENTARY, - , - ," 785,805 ", - , - , - , - , - , - , - ," 9,171 ", - ," 50,000 ", - , - , - ," 14,302 ", - , - , - , - , - , - ," (1,579)"," 857,699 "," 219,787 "," 1,005,592 ", 1 , - 
50,71092,0000000,N/A,N/A,Hart-Ransom Union Elementary,ELEMENTARY, - ," 6,289,387 ", - , - , - , - , - , - , - , - ," 55,436 "," 21,557 "," 424,461 ", - , - ," 48,576 "," 104,569 ", - , - , - , - , - , - ," (5,551)"," 6,938,435 "," 1,385,957 "," 7,675,344 ", 2 , - 
50,71092,6112965,0080,L,Hart-Ransom Charter,ELEMENTARY, - , - ," 4,714,238 ", - , - , - , - , - , - , - ," 42,691 ", - , - , - , - , - ," 64,906 ", - , - , - , - , - , - ," (4,499)"," 4,817,336 "," 1,038,078 "," 5,752,316 ", 2 , - 
50,71100,0000000,N/A,N/A,Hickman Community Charter,ELEMENTARY, - ," 10,009,418 ", - , - , - , - , - , - , - , - ," 88,218 ", - ," 230,171 "," (13,413)", - , - ," 145,453 ", - , - , - , - , - , - ," (29,455)"," 10,430,392 "," 2,121,012 "," 12,130,430 ", 1 , - 
50,71134,0000000,N/A,N/A,Keyes Union,ELEMENTARY, - ," 7,595,013 ", - , - , - , - , - , - , - , - ," 56,323 "," 107,785 "," 1,284,407 "," (12,302)", - ," 20,214 "," 124,829 ", - , - , - , - , - , - ," (118,895)"," 9,057,374 "," 1,316,503 "," 8,911,516 ", 1 , - 
50,71134,6113286,0085,L,Keyes to Learning Charter,ELEMENTARY, - , - ," 2,719,394 ", - , - , - , - , - , - , - ," 28,780 ", - , - , - , - , - ," 47,286 ", - , - , - , - , - , - ," (4,073)"," 2,791,387 "," 727,816 "," 3,447,210 ", 1 , - 
50,71142,0000000,N/A,N/A,Knights Ferry Elementary,ELEMENTARY, - ," 820,751 ", - , - , - , - , - , - , - , - ," 8,490 "," 21,557 "," 50,000 ", - , - , - ," 14,516 ", - , - , - , - , - , - ," (2,879)"," 912,435 "," 226,142 "," 1,046,893 ", 2 , - 
50,71167,0000000,N/A,N/A,Modesto City Elementary,ELEMENTARY, - ," 156,521,105 ", - , - , - , - , - , - , - ," 333,842 "," 1,131,020 "," 1,061,686 "," 24,973,458 "," (138,680)", - ," 2,994,695 "," 2,559,694 "," 350,266 ", - , - , - , - , - ," (1,335,016)"," 188,452,070 "," 26,460,373 "," 182,981,478 ", 1 , - 
50,71167,0137265,1963,D,Aspire University Charter School,ELEMENTARY, - , - ," 5,283,965 ", - , - , - , - , - , - , - ," 32,956 ", - ," 881,322 ", - , - , - ," 68,917 ", - , - , - , - , - , - ," (3,916)"," 6,263,244 "," 79,774 "," 5,363,739 ", 1 , - 
50,71167,0138057,1973,D,Connecting Waters Charter School - Central Valley,ELEMENTARY, - , - ," 8,176,379 ", - , - , - , - , - , - , - ," 63,603 ", - , - , - , - , - ," 101,291 ", - , - , - , - , - , - ," (7,096)"," 8,334,177 "," 153,958 "," 8,330,337 ", 1 , - 
50,71175,0000000,N/A,N/A,Modesto City High,HIGH, - ," 133,214,812 ", - , - , - , - , - , - ," 20,978,845 ", - ," 1,166,677 ", - , - ," (1,467,230)", - ," 2,875,034 "," 2,426,641 "," 814,158 ", - , - , - , - , - ," (2,027,935)"," 157,981,002 "," 33,076,895 "," 166,291,707 ", 1 , - 
50,71175,0120212,1125,D,Aspire Vanguard College Preparatory Academy,HIGH, - , - ," 4,995,537 ", - , - , - , - , - , - , - ," 47,474 ", - ," 127,796 ", - , - , - ," 100,612 ", - , - , - , - , - , - ," (13,398)"," 5,258,021 "," 1,203,100 "," 6,198,637 ", 1 , - 
50,71209,0000000,N/A,N/A,Paradise Elementary,ELEMENTARY, - ," 716,776 ", - , - , - , - , - , - , - , - ," 4,703 ", - ," 73,669 ", - , - ," 21,129 "," 9,304 ", - , - , - , - , - , - ," (15,891)"," 809,690 "," 133,320 "," 850,096 ", 1 , - 
50,71209,0112383,0803,L,Paradise Charter,ELEMENTARY, - , - ," 949,797 ", - , - , - , - , - , - , - ," 9,394 ", - ," 146,763 ", - , - , - ," 18,676 ", - , - , - , - , - , - ," (1,701)"," 1,122,929 "," 224,658 "," 1,174,455 ", 1 , - 
50,71217,0000000,N/A,N/A,Patterson Joint Unified,UNIFIED, - ," 58,821,338 ", - , - , - , - , - , - , - , - ," 471,854 "," 280,242 "," 6,361,402 "," (215,538)", - ," 756,808 "," 1,048,634 "," 693,786 ", - , - , - , - , - ," (168,178)"," 68,050,348 "," 11,514,472 "," 70,335,810 ", 1 , - 
50,71233,0000000,N/A,N/A,Roberts Ferry Union Elementary,ELEMENTARY, - ," 493,450 ", - , - , - , - , - , - , - , - ," 2,439 ", - ," 50,000 ", - , - ," 28,018 "," 3,456 ", - , - , - , - , - , - ," (18,984)"," 558,379 "," 73,516 "," 566,966 ", 2 , - 
50,71233,0121525,1171,L,Roberts Ferry Charter School Academy,ELEMENTARY, - , - ," 1,057,803 ", - , - , - , - , - , - , - ," 13,292 ", - ," 116,102 ", - , - , - ," 23,643 ", - , - , - , - , - , - ," (2,678)"," 1,208,162 "," 327,561 "," 1,385,364 ", 2 , - 
50,71266,0000000,N/A,N/A,Salida Union Elementary,ELEMENTARY, - ," 21,854,929 ", - , - , - , - , - , - , - , - ," 161,169 "," 129,343 "," 3,357,019 "," (29,270)", - ," 157,911 "," 367,150 ", - , - , - , - , - , - ," (253,793)"," 25,744,458 "," 3,963,382 "," 25,818,311 ", 1 , - 
50,71266,0124768,1819,D,Great Valley Academy - Salida,ELEMENTARY, - , - ," 8,362,134 ", - , - , - , - , - , - , - ," 72,771 ", - ," 375,640 ", - , - , - ," 115,206 ", - , - , - , - , - , - ," (6,828)"," 8,918,923 "," 176,152 "," 8,538,286 ", 1 , - 
50,71274,0000000,N/A,N/A,Shiloh Elementary,ELEMENTARY, - ," 432,015 ", - , - , - , - , - , - , - , - ," 1,738 "," 16,168 "," 50,000 ", - , - ," 8,011 "," 3,234 ", - , - , - , - , - , - ," (1,389)"," 509,777 "," 44,481 "," 476,496 ", 2 , - 
50,71274,0121558,1175,L,Shiloh Charter,ELEMENTARY, - , - ," 1,213,995 ", - , - , - , - , - , - , - ," 12,886 ", - ," 221,694 ", - , - , - ," 23,727 ", - , - , - , - , - , - ," (2,033)"," 1,470,269 "," 311,238 "," 1,525,233 ", 2 , - 
50,71282,0000000,N/A,N/A,Stanislaus Union Elementary,ELEMENTARY, - ," 27,256,703 ", - , - , - , - , - , - , - , - ," 262,813 "," 220,960 "," 5,153,120 ", - , - ," 156,054 "," 534,446 ", - , - , - , - , - , - ," (20,159)"," 33,563,937 "," 6,272,038 "," 33,528,741 ", 1 , - 
50,71290,0000000,N/A,N/A,Sylvan Union Elementary,ELEMENTARY, - ," 65,432,210 ", - , - , - , - , - , - , - , - ," 625,112 "," 576,652 "," 5,580,587 "," (82,919)", - ," 791,936 "," 1,225,590 ", - , - , - , - , - , - ," 16,499 "," 74,165,667 "," 14,762,071 "," 80,194,281 ", 1 , - 
50,71324,0000000,N/A,N/A,Valley Home Joint Elementary,ELEMENTARY, - ," 947,786 ", - , - , - , - , - , - , - , - ," 14,947 "," 10,779 "," 95,148 ", - , - ," 13,216 "," 26,080 ", - , - , - , - , - , - ," (1,108)"," 1,106,848 "," 285,653 "," 1,233,439 ", 1 , - 
50,73601,0000000,N/A,N/A,Newman-Crows Landing Unified,UNIFIED, - ," 28,242,815 ", - , - , - , - , - , - , - , - ," 239,686 "," 150,900 "," 1,779,697 "," (62,722)", - ," 157,139 "," 471,553 "," 121,903 ", - , - , - , - , - ," (166,890)"," 30,934,081 "," 5,944,349 "," 34,187,164 ", 2 , - 
50,75549,0000000,N/A,N/A,Hughson Unified,UNIFIED, - ," 16,446,763 ", - , - , - , - , - , - , - , - ," 176,161 "," 91,618 "," 929,980 "," (191,966)", - ," 160,042 "," 338,023 "," 103,122 ", - , - , - , - , - ," (189,055)"," 17,864,688 "," 4,836,866 "," 21,283,629 ", 1 , - 
50,75556,0000000,N/A,N/A,Riverbank Unified,UNIFIED, - ," 25,936,391 ", - , - , - , - , - , - , - , - ," 184,589 "," 156,289 "," 2,488,162 "," (130,258)", - ," 304,319 "," 410,548 "," 70,429 ", - , - , - , - , - ," (127,338)"," 29,293,131 "," 5,380,829 "," 31,317,220 ", 1 , - 
50,75556,0113852,0856,L,Riverbank Language Academy,UNIFIED, - , - ," 5,451,474 ", - , - , - , - , - , - , - ," 44,403 ", - ," 505,556 ", - , - , - ," 92,212 ", - , - , - , - , - , - ," (4,420)"," 6,089,225 "," 1,057,866 "," 6,509,340 ", 1 , - 
50,75564,0000000,N/A,N/A,Oakdale Joint Unified,UNIFIED, - ," 29,393,179 ", - , - , - , - , - , - , - , - ," 395,125 "," 291,021 "," 1,670,347 "," (220,698)", - ," 814,443 "," 706,077 "," 139,919 ", - , - , - , - , - ," (340,065)"," 32,849,348 "," 10,552,033 "," 39,945,212 ", 1 , - 
50,75564,5030176,0103,L,Oakdale Charter,UNIFIED, - , - ," 252,642 ", - , - , - , - , - , - , - ," 3,293 ", - , - , - , - , - ," 9,349 ", - , - , - , - , - , - ," 1,424 "," 266,708 "," 93,923 "," 346,565 ", 1 , - 
50,75572,0000000,N/A,N/A,Waterford Unified,UNIFIED, - ," 20,832,372 ", - , - , - , - , - , - , - , - ," 134,536 "," 107,785 "," 1,935,565 "," (228,250)", - ," 3,915 "," 302,110 "," 50,535 ", - , - , - , - , - ," (32,720)"," 23,105,848 "," 3,650,340 "," 24,482,712 ", 1 , - 
50,75572,5030317,0477,D,Connecting Waters Charter,UNIFIED, - , - ," 6,623,494 ", - , - , - , - , - , - , - ," 62,108 ", - , - , - , - , - ," 113,032 ", - , - , - , - , - , - ," (8,839)"," 6,789,795 "," 1,571,151 "," 8,194,645 ", 1 , - 
50,75739,0000000,N/A,N/A,Turlock Unified,UNIFIED, - ," 121,078,901 ", - , - , - , - , - , - , - , - ," 1,054,584 "," 646,713 "," 6,969,312 "," (591,943)", - ," 1,292,639 "," 2,121,770 "," 281,716 ", - , - , - , - , - ," (2,012,911)"," 130,840,781 "," 26,462,788 "," 147,541,689 ", 2 , - 
50,75739,0124669,1309,D,eCademy Charter at Crane,UNIFIED, - , - ," 1,084,014 ", - , - , - , - , - , - , - ," 8,959 ", - , - , - , - , - ," 23,125 ", - , - , - , - , - , - ," 1,507 "," 1,117,605 "," 246,439 "," 1,330,453 ", 1 , - 
50,75739,0131185,1695,D,Fusion Charter,UNIFIED, - , - ," 1,481,929 ", - , - , - , - , - , - , - ," 9,601 ", - , - , - , - , - ," 24,576 ", - , - , - , - , - , - ," 1,879 "," 1,517,985 "," 23,240 "," 1,505,169 ", 1 , - 
51,10512,0000000,N/A,N/A,Sutter Co. Office of Education,CO OFFICE," 8,469,508 ", - , - , - , - , - , - , - ," 15,142,280 "," 339,502 "," 27,222 ", - , - ," 184,279 ", - , - ," 56,714 "," 54,465 "," 71,130 ", - , - , - , - ," (20,831)"," 24,324,269 "," 656,068 "," 9,125,576 ", 1 , - 
51,10512,0138040,2000,D,AeroSTEM Academy,UNIFIED, - , - ," 1,201,580 ", - , - , - , - , - , - , - ," 9,089 ", - ," 50,000 ", - , - , - ," 16,553 ", - , - , - , - , - , - ," 8,403 "," 1,285,625 "," 22,000 "," 1,223,580 ", 1 , - 
51,10512,0140152,2089,L,Pathways Charter Academy,CO OFFICE, - , - ," 241,385 ", - , - , - , - , - , - , - ," 1,570 ", - , - , - , - , - ," 4,375 ", - , - , - , - , - , - ," 1,916 "," 249,246 "," 3,800 "," 245,185 ", 1 , - 
51,71357,0000000,N/A,N/A,Brittan Elementary,ELEMENTARY, - ," 3,352,783 ", - , - , - , - , - , - , - , - ," 41,619 "," 43,114 "," 265,655 ", - , - ," 23,218 "," 68,219 ", - , - , - , - , - , - ," 16,953 "," 3,811,561 "," 987,598 "," 4,340,381 ", 1 , - 
51,71365,0000000,N/A,N/A,Browns Elementary,ELEMENTARY, - ," 960,380 ", - , - , - , - , - , - , - , - ," 11,890 ", - ," 81,131 ", - , - , - ," 17,680 ", - , - , - , - , - , - ," 6,400 "," 1,077,481 "," 279,314 "," 1,239,694 ", 1 , - 
51,71373,0000000,N/A,N/A,East Nicolaus Joint Union High,HIGH, - ," 2,045,093 ", - , - , - , - , - , - , - , - ," 23,993 ", - , - , - , - , - ," 38,960 ", - , - , - , - , - , - ," 18,394 "," 2,126,440 "," 727,592 "," 2,772,685 ", 1 , - 
51,71373,0141226,2123,L,Spartan Academy,HIGH, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , * 
51,71381,0000000,N/A,N/A,Franklin Elementary,ELEMENTARY, - ," 3,376,300 ", - , - , - , - , - , - , - , - ," 39,881 "," 10,779 "," 182,173 ", - , - ," 47,025 "," 65,819 ", - , - , - , - , - , - ," 24,215 "," 3,746,192 "," 937,868 "," 4,314,168 ", 1 , - 
51,71399,0000000,N/A,N/A,Live Oak Unified,UNIFIED, - ," 20,163,426 ", - , - , - , - , - , - , - , - ," 162,499 "," 134,732 "," 2,084,697 ", - , - ," 431,115 "," 330,881 "," 132,233 ", - , - , - , - , - ," 190,740 "," 23,630,323 "," 4,012,157 "," 24,175,583 ", 1 , - 
51,71407,0000000,N/A,N/A,Marcum-Illinois Union Elementary,ELEMENTARY, - ," 1,902,283 ", - , - , - , - , - , - , - , - ," 14,174 "," 21,557 "," 83,405 ", - , - , - ," 25,219 ", - , - , - , - , - , - ," 1,007 "," 2,047,645 "," 357,849 "," 2,260,132 ", 1 , - 
51,71407,0109793,0724,D,South Sutter Charter,ELEMENTARY, - , - ," 25,787,927 ", - , - , - , - , - , - , - ," 217,196 ", - , - , - , - , - ," 337,880 ", - , - , - , - , - , - ," (4,156)"," 26,338,847 "," 5,468,120 "," 31,256,047 ", 1 , - 
51,71415,0000000,N/A,N/A,Meridian Elementary,ELEMENTARY, - ," 1,145,599 ", - , - , - , - , - , - , - , - ," 6,464 "," 5,389 "," 50,000 ", - , - ," 3,835 "," 9,774 ", - , - , - , - , - , - , 73 ," 1,221,134 "," 192,483 "," 1,338,082 ", 2 , - 
51,71415,0129007,1606,D,California Virtual Academy @ Sutter,ELEMENTARY, - , - ," 21,012,359 ", - , - , - , - , - , - , - ," 127,675 ", - , - , - , - , - ," 233,883 ", - , - , - , - , - , - ," 23,121 "," 21,397,038 "," 309,052 "," 21,321,411 ", 1 , - 
51,71423,0000000,N/A,N/A,Nuestro Elementary,ELEMENTARY, - ," 1,629,822 ", - , - , - , - , - , - , - , - ," 13,894 "," 5,389 "," 87,039 ", - , - , 402 ," 22,668 ", - , - , - , - , - , - ," 2,663 "," 1,761,877 "," 357,920 "," 1,987,742 ", 1 , - 
51,71423,0132977,1764,D,Sutter Peak Charter Academy,ELEMENTARY, - , - ," 8,149,641 ", - , - , - , - , - , - , - ," 58,444 ", - , - , - , - , - ," 92,008 ", - , - , - , - , - , - ," 11,710 "," 8,311,803 "," 141,472 "," 8,291,113 ", 1 , - 
51,71431,0000000,N/A,N/A,Pleasant Grove Joint Union,ELEMENTARY, - ," 798,465 ", - , - , - , - , - , - , - , - ," 12,845 "," 5,389 "," 61,510 ", - , - ," 12,197 "," 21,538 ", - , - , - , - , - , - ," 7,403 "," 919,347 "," 313,827 "," 1,112,292 ", 1 , - 
51,71449,0000000,N/A,N/A,Sutter Union High,HIGH, - ," 5,300,922 ", - , - , - , - , - , - , - , - ," 59,040 ", - , - ," (115,849)", - ," 334,074 "," 102,412 ", - , - , - , - , - , - ," 31,126 "," 5,711,725 "," 1,745,817 "," 7,046,739 ", 1 , - 
51,71456,0000000,N/A,N/A,Winship-Robbins,ELEMENTARY, - ," 1,354,298 ", - , - , - , - , - , - , - , - ," 9,011 "," 16,168 "," 174,504 ", - , - , - ," 16,468 ", - , - , - , - , - , - , (355)," 1,570,094 "," 249,813 "," 1,604,111 ", 2 , - 
51,71456,0133934,1801,D,Feather River Charter,ELEMENTARY, - , - ," 31,249,890 ", - , - , - , - , - , - , - ," 223,838 ", - , - , - , - , - ," 346,421 ", - , - , - , - , - , - ," 1,162 "," 31,821,311 "," 541,828 "," 31,791,718 ", 1 , - 
