,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,District Code,School Code,Charter Number,Charter Fund Type,Local Educational Agency,District Type,"County Office of Education LCFF State Aid 
(0000-8011)
A-1","School District LCFF State Aid
 (0000-8011)
A-2","Charter School LCFF State Aid
 (0000-8011)
A-3","School District Basic Aid ""Choice""
 (0000-8011)
A-4","School District Basic Aid Court-Ordered Voluntary Pupil Transfer 
(0000-8011)
A-5","School District Basic Aid Open Enrollment 
(0000-8011)
A-6","School District Basic Aid Supplement Charter School Adjustment 
(0000-8011)
A-7","Adults in Correctional Facilities 
(6015-8311)
A-8","Special Education 
AB 602
(6500-8311)
A-9","Special Education
Infants 0-2 
(6510-8311)
A-10","Special Education
Mental Health Services
(6546-8590)
A-11","Special Education
Early Intervention Preschool Grant
(6547-8590)
A-12","Expanded Learning Opportunities Program
(2600-8590)
A-13","Transfer of Funds for County Served District Funded ADA
(0000-7142 for districts and 0000-8710 for COEs)
A-14","Other State Aid (Ch.44/2021, Ch.48/2023, and 38/2024) (7810-8590)
A-15","Home-to-School Transportation Reimbursement
(0000-8590)
A-16","Proposition 28: Arts and Music In Schools (6770-8590)
A-17","LCFF Equity Multiplier (7399-8590)
A-18","Student Support and Enrichment Block Grant (6018-8590) 
A-19","New or Expanding Charter Advance Payments 
(0000-8011)
A-20","School District Advance Payments of In-lieu of Property Tax Transfers for New or Expanding Charter Schools 
(0000-8011)
A-21","Amount Charter Overpaid
A-22","PY Amount Charter Overpaid
A-23","Adjustments and PY Recomputations
A-24","Total Principal Apportionment
(Sum of A-1 through A-24)
B-1","EPA Entitlement
(1400-8012)
C-1","Total of LCFF State Aid and EPA Entitlement
(A-1 + A-2 + A-3 + C-1)
D-1",Payment Type,Notes
19,10199,0109660,0694,D,Aspire Antonio Maria Lugo Academy,UNIFIED, - , - ," 3,443,151 ", - , - , - , - , - , - , - ," 31,882 ", - ," 921,970 ", - , - , - ," 69,477 ", - , - , - , - , - , - ," (22,904)"," 4,443,576 "," 757,044 "," 4,200,195 ", 1 , - 
19,10199,0112128,0693,D,Aspire Ollin University Preparatory Academy,UNIFIED, - , - ," 5,286,590 ", - , - , - , - , - , - , - ," 43,554 ", - ," 176,370 ", - , - , - ," 99,443 ", - , - , - , - , - , - ," (34,313)"," 5,571,644 "," 1,062,732 "," 6,349,322 ", 1 , - 
19,10199,0115030,0917,D,Magnolia Science Academy 3,UNIFIED, - , - ," 3,076,584 ", - , - , - , - , - , - , - ," 31,318 ", - ," 52,750 ", - , - , - ," 61,813 ", - , - , - , - , - , - ," (24,338)"," 3,198,127 "," 802,774 "," 3,879,358 ", 1 , - 
19,10199,0115212,0906,D,Magnolia Science Academy 2,UNIFIED, - , - ," 4,457,275 ", - , - , - , - , - , - , - ," 39,962 ", - ," 225,988 ", - , - , - ," 92,927 ", - , - , - , - , - , - ," (34,133)"," 4,782,019 "," 1,031,417 "," 5,488,692 ", 1 , - 
19,10199,0121772,1204,D,Environmental Charter Middle - Gardena,UNIFIED, - , - ," 2,797,288 ", - , - , - , - , - , - , - ," 28,298 ", - ," 293,878 ", - , - , - ," 62,177 ", - , - , - , - , - , - ," (22,936)"," 3,158,705 "," 691,359 "," 3,488,647 ", 1 , - 
19,10199,0127498,1501,D,Environmental Charter Middle - Inglewood,UNIFIED, - , - ," 3,881,895 ", - , - , - , - , - , - , - ," 28,391 ", - ," 288,597 ", - , - , - ," 60,723 ", - , - , - , - , - , - ," (93,004)"," 4,166,602 "," 68,724 "," 3,950,619 ", 1 , - 
19,10199,0128025,1560,D,Lashon Academy,UNIFIED, - , - ," 5,863,682 ", - , - , - , - , - , - , - ," 46,134 ", - ," 1,127,308 ", - , - , - ," 98,270 ", - , - , - , - , - , - ," (13,804)"," 7,121,590 "," 111,672 "," 5,975,354 ", 1 , - 
19,10199,0134346,1814,D,Intellectual Virtues Academy,UNIFIED, - , - ," 1,246,213 ", - , - , - , - , - , - , - ," 8,670 ", - , - , - , - , - ," 13,986 ", - , - , - , - , - , - ," (5,694)"," 1,263,175 "," 20,986 "," 1,267,199 ", 1 , - 
19,10199,0135368,1859,D,Alma Fuerte Public School,UNIFIED, - , - ," 1,242,349 ", - , - , - , - , - , - , - ," 17,219 ", - ," 355,324 ", - , - , - ," 30,886 "," 209,409 ", - , - , - , - , - ," (11,363)"," 1,843,824 "," 41,680 "," 1,284,029 ", 1 , - 
19,10199,0135582,1817,D,Russell Westbrook Why Not? High,UNIFIED, - , - ," 4,351,078 ", - , - , - , - , - , - , - ," 31,269 ", - , - , - , - , - ," 29,756 ", - , - ," (620,572)", - , - , - ," (9,957)"," 3,781,574 "," 75,690 "," 4,426,768 ", 1 , - 
19,10199,0136119,1874,D,Animo City of Champions Charter High,UNIFIED, - , - ," 3,891,202 ", - , - , - , - , - , - , - ," 22,859 ", - , - , - , - , - ," 51,644 ", - , - , - , - , - , - ," (77,455)"," 3,888,250 "," 55,332 "," 3,946,534 ", 1 , - 
19,10199,0137166,1931,D,Soleil Academy Charter,UNIFIED, - , - ," 4,670,524 ", - , - , - , - , - , - , - ," 29,593 ", - ," 686,627 ", - , - , - ," 54,938 ", - , - , - , - , - , - ," (12,755)"," 5,428,927 "," 71,634 "," 4,742,158 ", 1 , - 
19,10199,0137679,0987,D,Magnolia Science Academy 5,UNIFIED, - , - ," 1,929,015 ", - , - , - , - , - , - , - ," 16,555 ", - ," 78,634 ", - , - , - ," 37,743 ", - , - , - , - , - , - ," (13,450)"," 2,048,497 "," 423,455 "," 2,352,470 ", 1 , - 
19,10199,0138669,2017,D,Da Vinci RISE High,CO OFFICE, - , - ," 2,010,628 ", - , - , - , - , - , - , - ," 9,760 ", - , - , - , - , - ," 30,399 ", - , - , - , - , - , - ," 4,684 "," 2,055,471 "," 23,626 "," 2,034,254 ", 1 , - 
19,10199,0139170,2029,D,Lashon Academy City,UNIFIED, - , - ," 1,291,030 ", - , - , - , - , - , - , - ," 9,688 ", - ," 267,489 ", - , - , - ," 19,137 ", - , - , - , - , - , - ," (6,361)"," 1,580,983 "," 23,450 "," 1,314,480 ", 1 , - 
19,10199,0140681,2098,D,Environmental Charter High - Gardena,UNIFIED, - , - ," 5,439,038 ", - , - , - , - , - , - , - ," 35,089 ", - , - , - , - , - ," 57,861 ", - , - ," (749,580)", - , - , - ," (20,165)"," 4,762,243 "," 84,938 "," 5,523,976 ", 1 , - 
19,10199,0140798,2114,D,Bridges Preparatory Academy,UNIFIED, - , - ," 1,740,637 ", - , - , - , - , - , - , - ," 11,892 ", - ," 110,201 ", - , - , - ," 23,136 ", - , - , - , - , - , - ," (9,152)"," 1,876,714 "," 28,786 "," 1,769,423 ", 1 , - 
19,10199,0140962,2108,D,The SEED School of Los Angeles County,CO OFFICE, - , - ," 3,143,479 ", - , - , - , - , - , - , - ," 15,353 ", - , - , - , - , - ," 27,331 "," 202,835 ", - ," (365,624)", - , - , - ," 10,163 "," 3,033,537 "," 37,164 "," 3,180,643 ", 1 , - 
19,10199,6116883,0249,D,Odyssey Charter,UNIFIED, - , - ," 2,747,339 ", - , - , - , - , - , - , - ," 37,151 ", - ," 137,411 ", - , - , - ," 58,911 ", - , - , - , - , - , - ," (33,092)"," 2,947,720 "," 887,282 "," 3,634,621 ", 1 , - 
19,10199,6119945,0438,D,Magnolia Science Academy,UNIFIED, - , - ," 6,469,668 ", - , - , - , - , - , - , - ," 57,063 ", - ," 244,650 ", - , - , - ," 123,344 ", - , - , - , - , - , - ," (46,045)"," 6,848,680 "," 1,506,265 "," 7,975,933 ", 1 , - 
19,64212,0000000,N/A,N/A,ABC Unified,UNIFIED, - ," 150,280,384 ", - , - , - , - , - , - ," 15,317,493 "," 266,423 "," 1,388,698 "," 786,834 "," 8,266,887 "," (301,146)", - ," 2,028,234 "," 2,767,039 "," 440,242 ", - , - , - , - , - ," (1,392,422)"," 179,848,666 "," 35,491,609 "," 185,771,993 ", 1 , - 
19,64246,0000000,N/A,N/A,Antelope Valley Union High,HIGH, - ," 203,920,259 ", - , - , - , - , - , - , - , - ," 1,550,379 ", - , - ," (79,099)", - ," 5,411,466 "," 3,262,461 "," 3,783,440 ", - , - , - , - , - ," (1,920,187)"," 215,928,719 "," 45,846,816 "," 249,767,075 ", 1 , - 
19,64246,0126003,1415,L,Academies of the Antelope Valley,HIGH, - , - ," 5,616,710 ", - , - , - , - , - , - , - ," 53,880 ", - ," 53,893 ", - , - , - ," 100,256 ", - , - , - , - , - , - ," (49,707)"," 5,775,032 "," 1,386,243 "," 7,002,953 ", 1 , - 
19,64246,1996537,0411,D,Desert Sands Charter,HIGH, - , - ," 23,826,325 ", - , - , - , - , - , - , - ," 157,845 ", - , - , - , - , - ," 116,418 ", - , - , - , - , - , - ," (162,437)"," 23,938,151 "," 4,502,629 "," 28,328,954 ", 1 , - 
19,64261,0000000,N/A,N/A,Arcadia Unified,UNIFIED, - ," 45,496,039 ", - , - , - , - , - , - , - , - ," 730,531 "," 264,074 "," 2,546,733 "," (61,156)", - ," 714,632 "," 1,188,680 ", - , - , - , - , - , - , (813)," 50,878,720 "," 3,835,096 "," 49,331,135 ", 1 , - 
19,64279,0000000,N/A,N/A,Azusa Unified,UNIFIED, - ," 64,460,376 ", - , - , - , - , - , - , - , - ," 465,271 "," 393,417 "," 7,858,480 "," (286,903)", - , - ," 1,136,128 "," 167,151 ", - , - , - , - , - ," (1,267,241)"," 72,926,679 "," 12,548,274 "," 77,008,650 ", 1 , - 
19,64287,0000000,N/A,N/A,Baldwin Park Unified,UNIFIED, - ," 118,633,811 ", - , - , - , - , - , - , - , - ," 740,545 "," 732,941 "," 11,763,251 "," (293,427)", - ," 1,636,308 "," 1,696,504 "," 353,084 ", - , - , - , - , - ," (527,772)"," 134,735,245 "," 19,661,203 "," 138,295,014 ", 1 , - 
19,64287,1996479,0402,D,Opportunities for Learning - Baldwin Park,UNIFIED, - , - ," 4,551,756 ", - , - , - , - , - , - , - ," 29,644 ", - , - , - , - , - ," 45,648 ", - , - , - , - ," 549,873 "," (5,136,611)"," (32,672)"," 7,638 "," 840,859 "," 5,392,615 ", 1 , - 
19,64295,0000000,N/A,N/A,Bassett Unified,UNIFIED, - ," 28,473,913 ", - , - , - , - , - , - , - , - ," 218,451 "," 177,846 "," 3,677,824 "," (125,230)", - , - ," 514,593 "," 59,160 ", - , - , - , - , - ," (271,461)"," 32,725,096 "," 5,453,475 "," 33,927,388 ", 1 , - 
19,64303,0000000,N/A,N/A,Bellflower Unified,UNIFIED, - ," 95,849,444 ", - , - , - , - , - , - ," 28,674,083 "," 480,856 "," 754,339 "," 598,209 "," 9,975,484 "," (60,124)", - ," 1,414,636 "," 1,668,054 "," 247,736 ", - , - , - , - , - ," (899,940)"," 138,702,777 "," 18,991,882 "," 114,841,326 ", 1 , - 
19,64311,0000000,N/A,N/A,Beverly Hills Unified,UNIFIED, - ," 1,338,733 ", - , - , - , - , - , - , - , - ," 242,182 "," 140,121 "," 518,725 "," (61,524)", - ," 179,023 "," 397,678 ", - , - , - , - , - , - ," (91,246)"," 2,663,692 "," 590,802 "," 1,929,535 ", 1 , - 
19,64329,0000000,N/A,N/A,Bonita Unified,UNIFIED, - ," 69,088,056 ", - , - , - , - , - , - , - , - ," 780,918 "," 441,920 "," 2,810,264 "," (286,066)", - ," 776,836 "," 1,321,084 "," 50,535 ", - , - , - , - , - ," (223,830)"," 74,759,717 "," 19,045,348 "," 88,133,404 ", 1 , - 
19,64337,0000000,N/A,N/A,Burbank Unified,UNIFIED, - ," 69,872,018 ", - , - , - , - , - , - ," 11,461,632 ", - ," 1,117,048 "," 684,437 "," 3,750,993 "," (254,936)", - ," 1,565,704 "," 1,872,102 ", - , - , - , - , - , - ," (2,721,347)"," 87,347,651 "," 25,365,925 "," 95,237,943 ", 1 , - 
19,64345,0000000,N/A,N/A,Castaic Union,ELEMENTARY, - ," 10,949,897 ", - , - , - , - , - , - , - , - ," 151,343 "," 188,624 "," 1,121,831 ", - , - ," 273,098 "," 285,660 ", - , - , - , - , - , - ," (159,805)"," 12,810,648 "," 3,535,938 "," 14,485,835 ", 1 , - 
19,64352,0000000,N/A,N/A,Centinela Valley Union High,HIGH, - ," 52,763,870 ", - , - , - , - , - , - , - , - ," 412,621 ", - , - ," (705,807)", - ," 1,144,510 "," 930,646 "," 427,268 ", - , - , - , - , - ," (283,517)"," 54,689,591 "," 13,287,080 "," 66,050,950 ", 1 , - 
19,64352,0128488,1558,D,Family First Charter,HIGH, - , - ," 3,633,020 ", - , - , - , - , - , - , - ," 28,754 ", - , - , - , - , - ," 65,343 ", - , - , - , - , - , - ," (12,535)"," 3,714,582 "," 69,602 "," 3,702,622 ", 1 , - 
19,64352,0128496,1557,D,New Opportunities Charter,HIGH, - , - ," 2,136,915 ", - , - , - , - , - , - , - ," 19,645 ", - , - , - , - , - ," 38,028 ", - , - , - , - , - , - ," (10,532)"," 2,184,056 "," 47,552 "," 2,184,467 ", 1 , - 
19,64378,0000000,N/A,N/A,Charter Oak Unified,UNIFIED, - ," 35,449,720 ", - , - , - , - , - , - , - , - ," 320,727 "," 264,074 "," 2,224,469 "," (325,385)", - ," 288,147 "," 687,028 "," 349,153 ", - , - , - , - , - ," (327,471)"," 38,930,462 "," 8,104,338 "," 43,554,058 ", 1 , - 
19,64394,0000000,N/A,N/A,Claremont Unified,UNIFIED, - ," 42,489,298 ", - , - , - , - , - , - , - , - ," 484,154 "," 280,242 "," 1,578,434 "," (93,813)", - ," 670,224 "," 839,308 "," 94,844 ", - , - , - , - , - ," (479,952)"," 45,862,739 "," 12,282,228 "," 54,771,526 ", 1 , - 
19,64436,0000000,N/A,N/A,Covina-Valley Unified,UNIFIED, - ," 97,163,091 ", - , - , - , - , - , - ," 82,207,634 ", - ," 873,429 "," 495,813 "," 5,863,952 "," (532,966)", - ," 995,666 "," 1,841,270 "," 270,447 ", - , - , - , - , - ," (2,422,112)"," 186,756,224 "," 21,307,152 "," 118,470,243 ", 1 , - 
19,64444,0000000,N/A,N/A,Culver City Unified,UNIFIED, - ," 31,940,631 ", - , - , - , - , - , - ," 15,422,987 ", - ," 518,923 "," 258,685 "," 2,220,066 "," (113,247)", - ," 378,118 "," 909,857 ", - , - , - , - , - , - ," (1,047,555)"," 50,488,465 "," 10,570,733 "," 42,511,364 ", 1 , - 
19,64451,0000000,N/A,N/A,Downey Unified,UNIFIED, - ," 215,449,663 ", - , - , - , - , - , - ," 35,772,723 "," 251,690 "," 1,754,702 "," 1,094,022 "," 11,568,582 "," (105,820)", - ," 1,174,886 "," 3,548,133 "," 575,465 ", - , - , - , - , - ," (1,228,341)"," 269,855,705 "," 42,656,396 "," 258,106,059 ", 1 , - 
19,64469,0000000,N/A,N/A,Duarte Unified,UNIFIED, - ," 27,274,013 ", - , - , - , - , - , - , - , - ," 232,232 "," 129,343 "," 1,393,312 "," (33,869)", - ," 730,852 "," 452,765 "," 90,149 ", - , - , - , - , - ," (158,349)"," 30,110,448 "," 5,741,094 "," 33,015,107 ", 1 , - 
19,64469,0128736,1599,D,Opportunities for Learning - Duarte,UNIFIED, - , - ," 4,543,822 ", - , - , - , - , - , - , - ," 28,225 ", - , - , - , - , - ," 27,268 ", - , - , - , - , - , - ," (24,638)"," 4,574,677 "," 68,322 "," 4,612,144 ", 1 , - 
19,64469,0134858,1838,D,California School of the Arts - San Gabriel Valley,UNIFIED, - , - ," 10,440,380 ", - , - , - , - , - , - , - ," 76,586 ", - , - , - , - , - ," 113,197 ", - , - , - , - , - , - ," (45,462)"," 10,584,701 "," 185,386 "," 10,625,766 ", 1 , - 
19,64469,0139535,2060,D,"Options For Youth - Duarte, Inc",UNIFIED, - , - ," 63,215,835 ", - , - , - , - , - , - , - ," 336,293 ", - , - , - , - , - ," 578,892 ", - , - , - , - , - , - ," (191,318)"," 63,939,702 "," 814,038 "," 64,029,873 ", 1 , - 
19,64477,0000000,N/A,N/A,Eastside Union Elementary,ELEMENTARY, - ," 33,273,264 ", - , - , - , - , - , - , - , - ," 222,792 "," 274,853 "," 5,201,738 ", - , - ," 166,847 "," 540,970 "," 568,892 ", - , - , - , - , - ," (209,606)"," 40,039,750 "," 5,335,901 "," 38,609,165 ", 1 , - 
19,64485,0000000,N/A,N/A,East Whittier City Elementary,ELEMENTARY, - ," 63,154,396 ", - , - , - , - , - , - , - , - ," 596,030 "," 533,538 "," 5,325,864 ", - , - ," 600,360 "," 1,205,577 ", - , - , - , - , - , - ," (636,104)"," 70,779,661 "," 16,910,642 "," 80,065,038 ", 1 , - 
19,64501,0000000,N/A,N/A,El Monte City,ELEMENTARY, - ," 72,284,625 ", - , - , - , - , - , - , - , - ," 548,039 "," 538,927 "," 12,984,636 "," (12,052)", - ," 712,988 "," 1,236,166 ", - , - , - , - , - , - ," (637,508)"," 87,655,821 "," 13,281,739 "," 85,566,364 ", 1 , - 
19,64519,0000000,N/A,N/A,El Monte Union High,HIGH, - ," 85,646,781 ", - , - , - , - , - , - , - , - ," 568,555 ", - , - ," (331,064)", - ," 1,079,215 "," 1,332,196 "," 508,966 ", - , - , - , - , - ," (614,633)"," 88,190,016 "," 17,033,193 "," 102,679,974 ", 1 , - 
19,64527,0000000,N/A,N/A,El Rancho Unified,UNIFIED, - ," 75,424,718 ", - , - , - , - , - , - , - , - ," 533,240 "," 366,470 "," 7,515,487 "," (207,095)", - ," 460,116 "," 1,243,954 "," 284,533 ", - , - , - , - , - ," (752,290)"," 84,869,133 "," 13,813,108 "," 89,237,826 ", 1 , - 
19,64535,0000000,N/A,N/A,El Segundo Unified,UNIFIED, - ," 19,462,975 ", - , - , - , - , - , - , - , - ," 276,042 "," 150,900 "," 319,623 "," (14,432)", - , - ," 410,617 ", - , - , - , - , - , - ," (276,928)"," 20,328,797 "," 7,202,353 "," 26,665,328 ", 1 , - 
19,64550,0000000,N/A,N/A,Garvey Elementary,ELEMENTARY, - ," 42,662,451 ", - , - , - , - , - , - , - , - ," 337,284 "," 199,403 "," 6,892,966 ", - , - ," 739,210 "," 680,638 ", - , - , - , - , - , - ," (336,503)"," 51,175,449 "," 7,859,572 "," 50,522,023 ", 1 , - 
19,64568,0000000,N/A,N/A,Glendale Unified,UNIFIED, - ," 154,532,174 ", - , - , - , - , - , - ," 22,006,333 ", - ," 2,003,672 "," 1,023,961 "," 10,949,986 "," (363,613)", - ," 3,827,767 "," 3,641,752 "," 215,808 ", - , - , - , - , - ," (3,166,228)"," 194,671,612 "," 48,741,002 "," 203,273,176 ", 1 , - 
19,64576,0000000,N/A,N/A,Glendora Unified,UNIFIED, - ," 43,723,935 ", - , - , - , - , - , - , - , - ," 509,266 "," 258,685 "," 1,945,704 "," (90,683)", - ," 527,381 "," 835,969 ", - , - , - , - , - , - ," (532,079)"," 47,178,178 "," 12,512,337 "," 56,236,272 ", 1 , - 
19,64584,0000000,N/A,N/A,Gorman Joint,ELEMENTARY, - ," 1,179,220 ", - , - , - , - , - , - , - , - ," 9,104 "," 5,389 "," 69,658 ", - , - ," 35,307 "," 13,329 ", - , - , - , - , - , - ," (1,491)"," 1,310,516 "," 250,538 "," 1,429,758 ", 1 , - 
19,64584,1996305,0285,D,Gorman Learning Center,ELEMENTARY, - , - ," 11,301,210 ", - , - , - , - , - , - , - ," 95,023 ", - , - , - , - , - ," 152,876 ", - , - , - , - , - , - ," (11,353)"," 11,537,756 "," 2,455,744 "," 13,756,954 ", 1 , - 
19,64592,0000000,N/A,N/A,Hawthorne,ELEMENTARY, - ," 68,782,647 ", - , - , - , - , - , - , - , - ," 492,236 "," 431,142 "," 11,162,372 ", - , - ," 336,796 "," 1,113,856 ", - , - , - , - , - , - ," (433,825)"," 81,885,224 "," 11,897,877 "," 80,680,524 ", 1 , - 
19,64592,0100354,0523,L,Hawthorne Math and Science Academy,ELEMENTARY, - , - ," 6,589,024 ", - , - , - , - , - , - , - ," 45,292 ", - , - , - , - , - ," 88,290 ", - , - , - , - , - , - ," (36,582)"," 6,686,024 "," 1,291,994 "," 7,881,018 ", 1 , - 
19,64600,0000000,N/A,N/A,Hermosa Beach City Elementary,ELEMENTARY, - ," 5,469,983 ", - , - , - , - , - , - , - , - ," 112,111 "," 43,114 "," 145,906 ", - , - ," 7,755 "," 149,941 ", - , - , - , - , - , - ," (64,955)"," 5,863,855 "," 2,355,345 "," 7,825,328 ", 1 , - 
19,64626,0000000,N/A,N/A,Hughes-Elizabeth Lakes Union Elementary,ELEMENTARY, - ," 958,293 ", - , - , - , - , - , - , - , - ," 15,282 "," 10,779 "," 97,406 ", - , - , - ," 6,469 ", - , - , - , - , - , - ," (46,202)"," 1,042,027 "," 37,786 "," 996,079 ", 1 , - 
19,64634,0000000,N/A,N/A,Inglewood Unified,UNIFIED, - ," 51,551,168 ", - , - , - , - , - , - , - , - ," 424,905 "," 404,195 "," 8,575,702 "," (200,248)", - ," 858,415 "," 1,022,129 "," 2,473,463 ", - , - , - , - , - ," (1,964,788)"," 63,144,941 "," 9,567,338 "," 61,118,506 ", 1 , - 
19,64634,0101667,0582,D,Wilder's Preparatory Academy Charter,UNIFIED, - , - ," 3,332,061 ", - , - , - , - , - , - , - ," 33,653 ", - ," 421,529 ", - , - , - ," 66,610 ", - , - , - , - , - , - ," (111,114)"," 3,742,739 "," 797,526 "," 4,129,587 ", 1 , - 
19,64634,0116822,0977,D,Wilder's Preparatory Academy Charter Middle,UNIFIED, - , - ," 1,369,430 ", - , - , - , - , - , - , - ," 16,603 ", - ," 58,228 ", - , - , - ," 31,640 ", - , - , - , - , - , - ," (52,412)"," 1,423,489 "," 404,999 "," 1,774,429 ", 1 , - 
19,64634,0120303,1121,D,ICEF Inglewood Elementary Charter Academy,UNIFIED, - , - ," 3,662,483 ", - , - , - , - , - , - , - ," 29,040 ", - ," 921,272 ", - , - , - ," 72,065 ", - , - , - , - , - , - ," (101,791)"," 4,583,069 "," 687,512 "," 4,349,995 ", 1 , - 
19,64634,0128991,1612,D,Grace Hopper STEM Academy,UNIFIED, - , - ," 891,622 ", - , - , - , - , - , - , - ," 7,301 ", - ," 50,000 ", - , - , - ," 12,997 ", - , - , - , - , - , - ," (19,481)"," 942,439 "," 17,672 "," 909,294 ", 1 , - 
19,64634,1996529,2075,L,City Honors International Preparatory High,UNIFIED, - , - ," 4,418,971 ", - , - , - , - , - , - , - ," 25,732 ", - , - , - , - , - ," 59,349 ", - , - , - , - , - , - ," (88,156)"," 4,415,896 "," 62,288 "," 4,481,259 ", 1 , - 
19,64634,1996586,0432,D,Animo Inglewood Charter High,UNIFIED, - , - ," 6,716,860 ", - , - , - , - , - , - , - ," 45,915 ", - , - , - , - , - ," 105,488 ", - , - , - , - , - , - ," (157,698)"," 6,710,565 "," 1,309,766 "," 8,026,626 ", 1 , - 
19,64634,6014518,1591,L,La Tijera K-8 Academy of Excellence Charter,UNIFIED, - , - ," 5,977,497 ", - , - , - , - , - , - , - ," 42,752 ", - ," 819,932 ", - , - , - ," 95,718 ", - , - , - , - , - , - ," (143,156)"," 6,792,743 "," 103,486 "," 6,080,983 ", 1 , - 
19,64642,0000000,N/A,N/A,Keppel Union Elementary,ELEMENTARY, - ," 28,291,804 ", - , - , - , - , - , - , - , - ," 197,043 "," 177,846 "," 4,468,951 ", - , - , - ," 410,966 ", - , - , - , - , - , - ," (170,450)"," 33,376,160 "," 4,634,441 "," 32,926,245 ", 1 , - 
19,64642,0136127,1886,D,Sage Oak Charter School- Keppel,ELEMENTARY, - , - ," 4,531,700 ", - , - , - , - , - , - , - ," 36,324 ", - , - , - , - , - ," 52,293 ", - , - , - , - , - , - ," (24,063)"," 4,596,254 "," 87,926 "," 4,619,626 ", 1 , - 
19,64659,0000000,N/A,N/A,La Canada Unified,UNIFIED, - ," 16,680,776 ", - , - , - , - , - , - ," 3,209,257 ", - ," 317,105 "," 123,953 "," 216,118 "," (30,734)", - ," 72,262 "," 438,764 ", - , - , - , - , - , - ," (6,866)"," 21,020,635 "," 1,751,570 "," 18,432,346 ", 1 , - 
19,64667,0000000,N/A,N/A,Lancaster Elementary,ELEMENTARY, - ," 147,145,151 ", - , - , - , - , - , - , - , - ," 1,049,561 "," 1,191,029 "," 24,003,654 ", - , - ," 4,185,494 "," 2,490,559 "," 5,687,837 ", - , - , - , - , - ," (1,211,400)"," 184,541,885 "," 24,412,793 "," 171,557,944 ", 1 , - 
19,64667,0123174,1225,D,Life Source International Charter,ELEMENTARY, - , - ," 2,338,101 ", - , - , - , - , - , - , - ," 17,377 ", - ," 388,099 ", - , - , - ," 34,597 ", - , - , - , - , - , - ," (13,688)"," 2,764,486 "," 411,040 "," 2,749,141 ", 1 , - 
19,64667,0125559,1376,D,iLEAD Lancaster Charter,ELEMENTARY, - , - ," 7,315,284 ", - , - , - , - , - , - , - ," 56,415 ", - ," 935,704 ", - , - , - ," 134,012 ", - , - , - , - , - , - ," (51,180)"," 8,390,235 "," 1,333,644 "," 8,648,928 ", 1 , - 
19,64683,0000000,N/A,N/A,Las Virgenes Unified,UNIFIED, - ," 41,167,037 ", - , - , - , - , - , - , - , - ," 764,072 "," 371,860 "," 1,622,596 "," (41,584)", - ," 739,831 "," 1,211,460 ", - , - , - , - , - , - ," (1,099,541)"," 44,735,731 "," 1,853,338 "," 43,020,375 ", 1 , - 
19,64691,0000000,N/A,N/A,Lawndale Elementary,ELEMENTARY, - ," 44,849,014 ", - , - , - , - , - , - ," 72,534,579 "," 634,947 "," 340,313 "," 339,524 "," 7,527,016 ", - , - ," 293,157 "," 775,271 ", - , - , - , - , - , - ," (141,067)"," 127,152,754 "," 8,254,559 "," 53,103,573 ", 1 , - 
19,64691,1996438,0353,D,Environmental Charter High - Lawndale,ELEMENTARY, - , - ," 5,578,734 ", - , - , - , - , - , - , - ," 38,790 ", - , - , - , - , - ," 80,308 ", - , - , - , - , - , - ," (28,931)"," 5,668,901 "," 1,106,528 "," 6,685,262 ", 1 , - 
19,64709,0000000,N/A,N/A,Lennox,ELEMENTARY, - ," 48,359,988 ", - , - , - , - , - , - , - , - ," 308,299 "," 382,638 "," 7,903,106 ", - , - ," 165,965 "," 766,523 ", - , - , - , - , - , - ," (679,277)"," 57,207,242 "," 7,613,540 "," 55,973,528 ", 1 , - 
19,64709,0100602,0509,D,"Lennox Mathematics, Science and Technology Academy",ELEMENTARY, - , - ," 7,738,280 ", - , - , - , - , - , - , - ," 46,909 ", - , - , - , - , - ," 99,495 ", - , - , - , - , - , - ," (16,806)"," 7,867,878 "," 1,338,143 "," 9,076,423 ", 1 , - 
19,64709,0107508,0672,D,Century Community Charter,ELEMENTARY, - , - ," 4,550,782 ", - , - , - , - , - , - , - ," 34,904 ", - ," 341,158 ", - , - , - ," 75,138 ", - , - , - , - , - , - ," (21,166)"," 4,980,816 "," 851,558 "," 5,402,340 ", 1 , - 
19,64709,1996313,0281,D,Animo Leadership High,ELEMENTARY, - , - ," 8,606,164 ", - , - , - , - , - , - , - ," 50,107 ", - , - , - , - , - ," 109,999 ", - , - , - , - , - , - ," (27,826)"," 8,738,444 "," 1,429,356 "," 10,035,520 ", 1 , - 
19,64717,0000000,N/A,N/A,Little Lake City Elementary,ELEMENTARY, - ," 32,954,869 ", - , - , - , - , - , - , - , - ," 273,623 "," 388,028 "," 2,964,036 ", - , - ," 520,030 "," 612,635 ", - , - , - , - , - , - ," (460,270)"," 37,252,951 "," 6,760,031 "," 39,714,900 ", 1 , - 
